date,flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved
20190212,528149599,11002193,N607AS,B737,ASA55,AS55,FAI,ANC,ANC
20190212,528150030,0,,,TN291DT,,FAI,,
20190213,528153729,0,,,,,,,
20190213,528154203,0,,,,D1658,,,
20190213,528155836,10685390,N296AK,B739,ASA179,AS179,ANC,FAI,FAI
20190213,528160014,0,,,,B9904,,,
20190213,528168791,10685390,N296AK,B739,ASA148,AS148,FAI,ANC,ANC
20190213,528172165,11002193,N607AS,B737,ASA147,AS147,ANC,FAI,FAI
20190213,528183869,11002193,N607AS,B737,ASA194,AS194,FAI,ANC,ANC
20190213,528198668,11009451,N614AS,B737,ASA138,AS138,FAI,ANC,ANC
20190213,528206040,10860388,N468AS,B739,ASA167,AS167,ANC,FAI,FAI
20190213,528256183,10840166,N448AS,B739,ASA127,AS127,ANC,FAI,FAI
20190213,528256659,10860388,N468AS,B739,ASA86,AS86,FAI,ANC,ANC
20190213,528269862,11279930,N880EA,DH8A,RVF8101,7H8101,ANC,FAI,FAI
20190213,528271370,11214905,N816FX,AT73,CFS663,EM663,ANC,FAI,FAI
20190213,528271394,0,,,,,,,
20190213,528275677,10840166,N448AS,B739,ASA904,AS904,FAI,ANC,ANC
20190213,528280389,0,,SW4,TNV132,,ANC,,
20190213,528288329,10900553,N507DN,A359,DAL275,DL275,DTW,NRT,NRT
20190213,528289535,11288489,N889EA,DH8A,12345679,,ANC,,
20190213,528293430,11040195,N644TC,R44,N644TC,,,,
20190213,528293492,10840166,N448AS,B739,ASA178,AS178,ANC,FAI,FAI
20190213,528294208,0,,,,D3370,,,
20190213,528297736,0,,SW4,TNV132,,FAI,,
20190213,528304146,11006598,N611AS,B737,ASA538,AS538,ANC,FAI,FAI
20190213,528309400,10840166,N448AS,B739,ASA192,AS192,FAI,ANC,ANC
20190213,528312446,0,,DH8A,RVF8122,7H8122,GBH,FAI,ANC
20190213,528313377,10487010,N100BW,DH3T,N100BW,,,,
20190213,528313432,11377235,N976E,C208,N976E,,,,
20190213,528314337,0,,,,D3386,,,
20190213,528315197,11279930,N880EA,DH8A,RVF8102,7H8102,FAI,ANC,ANC
20190213,528316932,11214905,N816FX,AT73,CFS663,EM663,FAI,ANC,ANC
20190213,528150324,11214905,N816FX,AT73,CFS663,EM663,FAI,ANC,ANC
20190213,528153724,11006598,N611AS,B737,ASA50,AS50,ANC,SCC,SCC
20190213,528327454,10487010,N100BW,DH3T,N100BW,,,,
20190213,528334484,10980419,N586AS,B738,ASA55,AS55,FAI,ANC,ANC
20190214,528328893,11288489,N889EA,DH8A,12345679,7H8161,SCC,ANC,ANC
20190214,528336258,11010402,N615AS,B737,ASA50,AS50,ANC,SCC,SCC
20190214,528337729,11006598,N611AS,B737,ASA538,AS538,SCC,ANC,ANC
20190214,528338424,10695158,N305AS,B739,ASA179,AS179,ANC,FAI,FAI
20190214,528342015,0,,,,D5253,,,
20190214,528343895,0,,,,,,,
20190214,528355590,11379698,N97811,C172,N97811,N97811,MRI,,
20190214,528355625,10695158,N305AS,B739,ASA148,AS148,FAI,ANC,ANC
20190214,528356647,11006598,N611AS,B737,ASA147,AS147,ANC,FAI,FAI
20190214,528358443,10711645,N321DL,B732,,,ANC,,
20190214,528369736,0,,,,,,,
20190214,528372124,10695158,N305AS,B739,ASA215,AS215,ANC,FAI,FAI
20190214,528384304,10695158,N305AS,B739,ASA138,AS138,FAI,ANC,ANC
20190214,528391491,11006598,N611AS,B737,ASA167,AS167,ANC,FAI,FAI
20190214,528399131,8840240,JA863J,B789,JAL8,JL8,NRT,BOS,BOS
20190214,528407493,8793356,JA653J,B763,JAL8800,JL8800,NRT,FAI,FAI
20190214,528445164,11288489,N889EA,DH8A,12345679,,ANC,FAI,FAI
20190214,528448317,11006598,N611AS,B737,ASA86,AS86,FAI,ANC,ANC
20190214,528448920,11017660,N622AS,B737,ASA127,AS127,ANC,FAI,FAI
20190214,528458337,0,,,CON171,,ANC,,
20190214,528466553,11288489,N889EA,DH8A,12345679,7H8160,FAI,ANC,ANC
20190214,528467623,0,,,,D7286,,,
20190214,528467840,11286587,N887EA,DH8A,,,ANC,,
20190214,528469247,11017660,N622AS,B737,ASA904,AS904,FAI,ANC,ANC
20190214,528473220,0,,SW4,TNV132,,ANC,,
20190214,528473737,11382518,N981BB,BE20,N981BB,,SCC,,
20190214,528480326,11214905,N816FX,AT73,CFS663,EM663,ANC,FAI,FAI
20190214,528483745,0,,,,N3255,,,
20190214,528485724,10993116,N59826,PA31,N59826,N59826,FAI,,
20190214,528486517,11017660,N622AS,B737,ASA178,AS178,ANC,FAI,FAI
20190214,528487873,11391201,N99GA,GA8,N99GA,,ANC,,
20190214,528489908,0,,SW4,TNV132,,FAI,,
20190214,528495868,11010402,N615AS,B737,ASA538,AS538,ANC,FAI,FAI
20190214,528497758,12594887,CFRSO,B789,ACA025,AC25,YVR,PVG,PVG
20190214,528502194,10572742,N185FK,C185,N185FK,,,,
20190214,528503446,11017660,N622AS,B737,ASA192,AS192,FAI,ANC,ANC
20190214,528505895,11288489,N889EA,DH8A,RVF8161,7H8161,SCC,ANC,ANC
20190214,528507117,0,,,,D7326,,,
20190214,528507632,11214905,N816FX,AT73,CFS663,EM663,FAI,ANC,ANC
20190214,528510459,10572742,N185FK,C185,N185FK,,,,
20190214,528513333,11382518,N981BB,BE20,N981BB,,ANC,,
20190214,528515467,0,,,,D7309,,,
20190214,528516310,11031801,N636KT,DH3T,N636KT,,,,
20190214,528518474,10572742,N185FK,C185,N185FK,,,,
20190214,528524104,10905838,N512AS,B738,ASA55,AS55,FAI,ANC,ANC
20190214,528286790,10615054,N226UA,B772,UAL881,UA881,ORD,NRT,NRT
20190215,528515744,12594877,CFRSE,B789,ACA003,AC3,YVR,NRT,NRT
20190215,528525050,10680718,N291DT,PC12,N291DT,,FAI,MRI,MRI
20190215,528526357,0,,,TN291DT,,FAI,,
20190215,528526672,11004095,N609AS,B737,ASA50,AS50,ANC,SCC,SCC
20190215,528529573,11010402,N615AS,B737,ASA538,AS538,SCC,ANC,ANC
20190215,528529681,0,,,,,,,
20190215,528530888,10693256,N303AS,B739,ASA179,AS179,ANC,FAI,FAI
20190215,528545489,10693256,N303AS,B739,ASA148,AS148,FAI,ANC,ANC
20190215,528548785,11010402,N615AS,B737,ASA147,AS147,ANC,FAI,FAI
20190215,528549602,0,,,,,,,
20190215,528549992,0,,,,,,,
20190215,528560241,11010402,N615AS,B737,ASA194,AS194,FAI,ANC,ANC
20190215,528563037,11008500,N613AS,B737,ASA215,AS215,ANC,FAI,FAI
20190215,528575468,11008500,N613AS,B737,ASA138,AS138,FAI,ANC,ANC
20190215,528580331,10905838,N512AS,B738,ASA167,AS167,ANC,FAI,FAI
20190215,528638127,10905838,N512AS,B738,ASA86,AS86,FAI,ANC,ANC
20190215,528639816,11004095,N609AS,B737,ASA127,AS127,ANC,FAI,FAI
20190215,528654148,11220127,N821AN,B789,AAL127,AA127,DFW,PVG,PVG
20190215,528660450,11004095,N609AS,B737,ASA904,AS904,FAI,ANC,ANC
20190215,528662066,10939975,N546AS,B738,ASA55,AS55,ANC,SCC,SCC
20190215,528664972,0,,SW4,TNV132,,ANC,,
20190215,528666965,11020513,N625AS,B737,ASA7015,AS7015,ANC,SCC,SCC
20190215,528669408,11106415,N70901,C182,N70901,N7901,FAI,,
20190215,528673253,10497097,N110AX,B190,AER11,KO11,ANC,FAI,FAI
20190215,528677720,11321797,N9209H,C182,N9209H,,MRI,,
20190215,528678079,11214905,N816FX,AT73,CFS663,EM663,ANC,FAI,FAI
20190215,528679197,11004095,N609AS,B737,ASA178,AS178,ANC,FAI,FAI
20190215,528681250,11391201,N99GA,GA8,N99GA,,ANC,,
20190215,528682603,0,,SW4,TNV132,,FAI,,
20190215,528689027,10497097,N110AX,B190,AER11,KO11,FAI,ANC,ANC
20190215,528689345,11008500,N613AS,B737,ASA538,AS538,ANC,FAI,FAI
20190215,528698927,10572742,N185FK,C185,N185FK,,,,
20190215,528700617,11004095,N609AS,B737,ASA192,AS192,FAI,ANC,ANC
20190215,528702258,11214905,N816FX,AT73,CFS663,EM663,FAI,ANC,ANC
20190215,528707323,10621153,N232KT,DHC2,N232KT,,,,
20190215,528711629,10572742,N185FK,C185,N185FK,,,,
20190215,528718447,0,,,,E2400,,,
20190216,528677905,11191533,N793UA,B772,UAL851,UA851,ORD,PEK,PEK
20190216,528724881,11010402,N615AS,B737,ASA179,AS179,ANC,FAI,FAI
20190216,528735271,0,,,,,,,
20190216,528739741,11010402,N615AS,B737,ASA148,AS148,FAI,ANC,ANC
20190216,528751286,0,,,,B3333,,,
20190216,528753284,11008500,N613AS,B737,ASA194,AS194,FAI,ANC,ANC
20190216,528756142,11382518,N981BB,BE20,N981BB,,SCC,FAI,FAI
20190216,528757263,11017660,N622AS,B737,ASA215,AS215,ANC,FAI,FAI
20190216,528774940,10939975,N546AS,B738,ASA167,AS167,ANC,FAI,FAI
20190216,528780480,8840274,JA864J,B789,JAL8,JL8,NRT,BOS,BOS
20190216,528790893,0,,,,,,,
20190216,528800100,9015521,B16719,B77W,EVA036,BR36,TPE,YYZ,YYZ
20190216,528825198,11292894,N893EA,DH8A,,,ANC,,
20190216,528828503,11017660,N622AS,B737,ASA127,AS127,ANC,FAI,FAI
20190216,528841915,11013255,N618AS,B737,ASA55,AS55,ANC,SCC,SCC
20190216,528843896,11291943,N892EA,DH8A,RVF8160,7H8160,ANC,SCC,SCC
20190216,528743653,11008500,N613AS,B737,ASA147,AS147,ANC,FAI,FAI
20190216,528771491,11115913,N719AN,B77W,AAL193,AA193,LAX,HKG,HKG
20190216,528824358,10939975,N546AS,B738,ASA86,AS86,FAI,ANC,ANC
20190216,528843981,11017660,N622AS,B737,ASA904,AS904,FAI,ANC,ANC
20190216,528860451,11017660,N622AS,B737,ASA178,AS178,ANC,FAI,FAI
20190216,528860681,10607673,N219PC,PC12,RYA219,7S219,ANC,BTI,BTI
20190216,528870421,10933577,N53977,CH7B,N53977,N53977,,FAI,FAI
20190216,528873160,11017660,N622AS,B737,ASA192,AS192,FAI,ANC,ANC
20190216,528853433,10993116,N59826,PA31,N59826,N59826,FAI,,
20190216,528877795,11382518,N981BB,BE20,N981BB,,ANC,SCC,SCC
20190216,528879622,10607673,N219PC,PC12,RYA219,7S219,BTI,ANC,ANC
20190216,528889538,11291943,N892EA,DH8A,RVF8161,7H8161,,,
20190217,528910605,10695158,N305AS,B739,ASA148,AS148,FAI,ANC,ANC
20190217,528911533,11013255,N618AS,B737,ASA147,AS147,ANC,FAI,FAI
20190217,528920047,11013255,N618AS,B737,ASA194,AS194,FAI,ANC,ANC
20190217,528922146,11178781,N78013,B772,UAL2780,UA2780,NRT,EWR,EWR
20190217,528924075,10692305,N302AS,B739,ASA215,AS215,ANC,FAI,FAI
20190217,528951851,12588889,CFIVW,B77W,ACA030,AC30,PEK,YVR,YVR
20190217,528987208,10920704,N527AS,B738,ASA86,AS86,FAI,ANC,ANC
20190217,528988670,11004095,N609AS,B737,ASA127,AS127,ANC,FAI,FAI
20190217,529022971,10825300,N433AS,B739,ASA178,AS178,ANC,FAI,FAI
20190217,529041533,10825300,N433AS,B739,ASA192,AS192,FAI,ANC,ANC
20190217,528890854,11013255,N618AS,B737,ASA55,AS55,FAI,ANC,ANC
20190217,528898415,10695158,N305AS,B739,ASA179,AS179,ANC,FAI,FAI
20190217,528907457,10796071,N404GV,B190,N404GV,,FAI,FAI,FAI
20190217,529047680,11004095,N609AS,B737,ASA904,AS904,FAI,ANC,ANC
20190217,529060487,11010402,N615AS,B737,ASA55,AS55,ANC,SCC,SCC
20190218,529062980,10825300,N433AS,B739,ASA179,AS179,ANC,FAI,FAI
20190218,529064323,11158556,N76010,B772,UAL180,UA180,HKG,EWR,EWR
20190218,529074681,10825300,N433AS,B739,ASA148,AS148,FAI,ANC,ANC
20190218,529085701,10825300,N433AS,B739,ASA147,AS147,ANC,FAI,FAI
20190218,529094053,10825300,N433AS,B739,ASA194,AS194,FAI,ANC,ANC
20190218,529094492,10942828,N549AS,B738,ASA215,AS215,ANC,FAI,FAI
20190218,529104990,0,,,,,,,
20190218,529164501,10825300,N433AS,B739,ASA127,AS127,ANC,FAI,FAI
20190218,529168652,10942828,N549AS,B738,ASA86,AS86,FAI,ANC,ANC
20190218,529179427,0,,,,E8203,,,
20190218,529182809,10825300,N433AS,B739,ASA904,AS904,FAI,ANC,ANC
20190218,529185437,10990530,N596AS,B738,ASA55,AS55,ANC,SCC,SCC
20190218,529194831,11021464,N626AS,B737,ASA7015,AS7015,ANC,SCC,SCC
20190218,529195173,0,,,,,,,
20190218,529196589,11214905,N816FX,AT73,CFS663,EM663,ANC,FAI,FAI
20190218,529201364,10825300,N433AS,B739,ASA178,AS178,ANC,FAI,FAI
20190218,529207381,0,,,,E8210,,,
20190218,529219110,10825300,N433AS,B739,ASA178,AS192,FAI,ANC,ANC
20190218,529220232,8793390,JA654J,B763,JAL8809,JL8809,FAI,NRT,NRT
20190218,529224524,11214905,N816FX,AT73,CFS663,EM663,FAI,ANC,ANC
20190218,529245947,10990530,N596AS,B738,ASA55,AS55,FAI,ANC,ANC
20190219,529189551,7455255,HL8217,B77W,KAL032,KE32,DFW,ICN,ICN
20190219,529249119,11010402,N615AS,B737,ASA538,AS538,SCC,ANC,ANC
20190219,529250073,0,,,,F0106,,,
20190219,529251705,11009451,N614AS,B737,ASA50,AS50,ANC,SCC,SCC
20190219,529251832,10917851,N524AS,B738,ASA179,AS179,ANC,FAI,FAI
20190219,529252803,0,,,,,,,
20190219,529265330,10917851,N524AS,B738,ASA148,AS148,FAI,ANC,ANC
20190219,529269345,11010402,N615AS,B737,ASA147,AS147,ANC,FAI,FAI
20190219,529281579,11010402,N615AS,B737,ASA194,AS194,FAI,ANC,ANC
20190219,529301386,11002193,N607AS,B737,ASA167,AS167,ANC,FAI,FAI
20190219,529302325,9015425,B16738,B77W,EVA025,BR25,SEA,TPE,TPE
20190219,529303955,9015351,B16732,B77W,EVA009,BR9,YVR,TPE,TPE
20190219,529316465,8814542,JA734J,B77W,JAL4,JL4,NRT,JFK,JFK
20190219,529329474,10898651,N505DN,A359,DAL188,DL188,PEK,DTW,DTW
20190219,529361650,10511012,N124AX,B190,N124AX,KO41,ADQ,ANC,ANC
20190219,529373346,10990530,N596AS,B738,ASA55,AS55,ANC,SCC,SCC
20190219,529382148,0,,,AER11,KO11,ANC,FAI,FAI
20190219,529386277,11214905,N816FX,AT73,CFS663,EM663,ANC,FAI,FAI
20190219,529387864,0,,,,F224,,,
20190219,529388140,11021464,N626AS,B737,ASA7015,AS7015,ANC,BRW,BRW
20190219,529390281,11002193,N607AS,B737,ASA178,AS178,ANC,FAI,FAI
20190219,529392751,10812232,N42WP,PA31,WAV2WP,,FAI,FAI,FAI
20190219,529400233,11007549,N612AS,B737,ASA538,AS538,ANC,FAI,FAI
20190219,529406656,11002193,N607AS,B737,ASA192,AS192,FAI,ANC,ANC
20190219,529409728,10572742,N185FK,C185,N185FK,,,,
20190219,529415525,0,,,,F319,,,
20190219,529245947,10990530,N596AS,B738,ASA55,AS55,FAI,ANC,ANC
20190219,529422660,10959655,N565TA,DH3T,N565TA,,,,
20190219,529424542,11036932,N641AT,PC12,TN641AT,,FAI,MRI,MRI
20190219,529428941,10990530,N596AS,B738,ASA55,AS55,FAI,ANC,ANC
20190219,529416700,10572742,N185FK,C185,N185FK,,,,
20190220,529434558,11006598,N611AS,B737,ASA179,AS179,ANC,FAI,FAI
20190220,529434852,10959655,N565TA,DH3T,N565TA,,,,
20190220,529448231,11006598,N611AS,B737,ASA148,AS148,FAI,ANC,ANC
20190220,529450975,11007549,N612AS,B737,ASA147,AS147,ANC,FAI,FAI
20190220,529465773,11006598,N611AS,B737,ASA215,AS215,ANC,FAI,FAI
20190220,529473306,10941171,N547LM,BE20,LN547LM,,FAI,,
20190220,529482067,10990530,N596AS,B738,ASA167,AS167,ANC,FAI,FAI
20190220,529495499,11212857,N814AA,B788,AAL262,AA262,PEK,DFW,DFW
20190220,529514869,0,,,,,,,
20190220,529514914,0,,,,,,,
20190220,529532212,10960197,N566AS,B738,ASA86,AS86,FAI,ANC,ANC
20190220,529535003,10884064,N491AS,B739,ASA127,AS127,ANC,FAI,FAI
20190220,529544009,0,,,,F5531,,,
20190220,529552430,10884064,N491AS,B739,ASA904,AS904,FAI,ANC,ANC
20190220,529553329,11006598,N611AS,B737,ASA55,AS55,ANC,SCC,SCC
20190220,529553357,11036932,N641AT,PC12,TN641AT,,MRI,,
20190220,529553614,11279930,N880EA,DH8A,RVF8160,7H8160,ANC,SCC,SCC
20190220,529557301,0,,,,,,,
20190220,529566557,0,,SW4,TNV132,,ANC,,
20190220,529567936,11214905,N816FX,AT73,CFS663,EM663,ANC,FAI,FAI
20190220,529574157,10971259,N577AS,B738,ASA178,AS178,ANC,FAI,FAI
20190220,529577058,10918802,N525AS,B738,ASA538,AS538,ANC,FAI,FAI
20190220,529579639,0,,SW4,TNV132,,FAI,,
20190220,529584443,10487010,N100BW,DH3T,N100BW,,,,
20190220,529588187,0,,,,F5567,,,
20190220,529596698,11279930,N880EA,DH8A,RVF8161,7H8161,,,
20190220,529597346,0,,,TN641AT,,FAI,,
20190220,529597826,11286587,N887EA,DH8A,RVF8122,7H8122,,,
20190221,529627229,11006598,N611AS,B737,ASA147,AS147,ANC,FAI,FAI
20190221,529637437,11006598,N611AS,B737,ASA194,AS194,FAI,ANC,ANC
20190221,529640039,10827202,N435AS,B739,ASA215,AS215,ANC,FAI,FAI
20190221,529651195,10827202,N435AS,B739,ASA138,AS138,FAI,ANC,ANC
20190221,529659991,10971259,N577AS,B738,ASA167,AS167,ANC,FAI,FAI
20190221,529712174,10971259,N577AS,B738,ASA86,AS86,FAI,ANC,ANC
20190221,529713224,0,,,,F9184,,,
20190221,529715177,11008500,N613AS,B737,ASA127,AS127,ANC,FAI,FAI
20190221,529730753,11008500,N613AS,B737,ASA904,AS904,FAI,ANC,ANC
20190221,529731225,0,,,,F9212,,,
20190221,529733401,0,,SW4,TNV132,,ANC,,
20190221,529734105,11021464,N626AS,B737,ASA7015,AS7015,ANC,BRW,BRW
20190221,529734703,11279930,N880EA,DH8A,,,ANC,,
20190221,529734890,11382518,N981BB,BE20,N981BB,,SCC,ANC,ANC
20190221,529748414,0,,C441,SVX41,,ANC,,
20190221,529750437,11008500,N613AS,B737,ASA178,AS178,ANC,FAI,FAI
20190221,529754214,10512184,N125KT,C185,N125KT,,,,
20190221,529761457,11009451,N614AS,B737,ASA538,AS538,ANC,FAI,FAI
20190221,529767734,0,,,,,,,
20190221,529781337,10680718,N291DT,PC12,TN291DT,,FAI,MRI,MRI
20190221,529783452,11377235,N976E,C208,N976E,,FAI,,
20190221,529788403,11013232,N61795,C185,CAP5047,,,FAI,FAI
20190221,529789692,11017660,N622AS,B737,ASA55,AS55,FAI,ANC,ANC
20190221,529607561,11008500,N613AS,B737,ASA50,AS50,ANC,SCC,SCC
20190221,529609110,10656008,N267AK,B739,ASA179,AS179,ANC,FAI,FAI
20190221,529611855,0,,,,F7301,,,
20190221,529622125,10656008,N267AK,B739,ASA148,AS148,FAI,ANC,ANC
20190221,529775831,11013232,N61795,C185,CAP5047,,FAI,,
20190222,529797746,0,,,,G0943,,,
20190222,529800105,0,,,,,,,
20190222,529805251,11182804,N7848B,C46,N7848B,,FAI,ENA,ENA
20190222,529810353,10960197,N566AS,B738,ASA148,AS148,FAI,ANC,ANC
20190222,529810524,11382518,N981BB,BE20,N981BB,,ANC,FAI,FAI
20190222,529813043,11292894,N893EA,DH8A,RVF906,7H906,ANC,FAI,FAI
20190222,529816017,0,,,,G0957,,,
20190222,529816185,11009451,N614AS,B737,ASA147,AS147,ANC,FAI,FAI
20190222,529826646,11009451,N614AS,B737,ASA194,AS194,FAI,ANC,ANC
20190222,529828350,11013255,N618AS,B737,ASA215,AS215,ANC,FAI,FAI
20190222,529832247,0,,,,N787AD,,,
20190222,529839910,11013255,N618AS,B737,ASA138,AS138,FAI,ANC,ANC
20190222,529845014,10652204,N263AK,B739,ASA167,AS167,ANC,FAI,FAI
20190222,529864457,8793390,JA654J,B763,JAL8800,JL8800,NRT,FAI,FAI
20190222,529879540,8999907,V8OAS,B788,V8OAS,,CNW,,
20190222,529900201,11013255,N618AS,B737,ASA127,AS127,ANC,FAI,FAI
20190222,529903100,10921655,N528AS,B738,ASA86,AS86,FAI,ANC,ANC
20190222,529920062,11013255,N618AS,B737,ASA127,AS904,FAI,ANC,ANC
20190222,529922689,11017660,N622AS,B737,ASA55,AS55,ANC,SCC,SCC
20190222,529924368,11288489,N889EA,DH8A,12345679,,ANC,SCC,SCC
20190222,529930264,0,,B18T,TNV131,,ANC,,
20190222,529931912,0,,,,G321,,,
20190222,529932240,11141554,N744DA,PC12,N744DA,,FAI,FSP,FSP
20190222,529935813,11214905,N816FX,AT73,CFS663,EM663,ANC,FAI,FAI
20190222,529938357,11013255,N618AS,B737,ASA178,AS178,ANC,FAI,FAI
20190222,529948401,0,,B18T,TNV131,,,,
20190222,529950054,11009451,N614AS,B737,ASA538,AS538,ANC,FAI,FAI
20190222,529954504,0,,,,G323,,,
20190222,529957247,11013255,N618AS,B737,ASA192,AS192,FAI,ANC,ANC
20190222,529963208,11214905,N816FX,AT73,CFS663,EM663,FAI,ANC,ANC
20190222,529965681,0,,,RVF8161,7H8161,,,
20190222,529965781,11288489,N889EA,DH8A,12345679,,,ANC,ANC
20190222,529970458,10512184,N125KT,C185,N125KT,,,,
20190222,529974228,0,,,,,,,
20190222,529974916,10969544,N575JD,C208,N575JD,,FAI,ENA,ENA
20190222,529794461,11002193,N607AS,B737,ASA50,AS50,ANC,SCC,SCC
20190222,529795101,11377235,N976E,C208,N976E,,,FAI,FAI
20190222,529795821,10960197,N566AS,B738,ASA179,AS179,ANC,FAI,FAI
20190222,529978724,0,,,,,,,
20190222,529980918,11017660,N622AS,B737,ASA55,AS55,FAI,ANC,ANC
20190223,529967192,10786837,N39522,PA34,N39522,N39522,MRI,ANC,ANC
20190223,529982380,11009451,N614AS,B737,ASA538,AS538,SCC,ANC,ANC
20190223,529982569,11007549,N612AS,B737,ASA50,AS50,ANC,SCC,SCC
20190223,529987145,11010402,N615AS,B737,ASA64,AS179,ANC,FAI,FAI
20190223,529991922,11022415,N627AS,B737,ASA9622,AS9622,ANC,SCC,SCC
20190223,529994362,8819114,JA784A,B77W,ANA110,NH110,HND,JFK,JFK
20190223,529995268,0,,,,,,,
20190223,530004570,11009451,N614AS,B737,ASA147,AS147,ANC,FAI,FAI
20190223,530005000,10969544,N575JD,C208,N575JD,,ENA,FAI,FAI
20190223,530014878,11009451,N614AS,B737,ASA194,AS194,FAI,ANC,ANC
20190223,530017890,11017660,N622AS,B737,ASA215,AS215,ANC,FAI,FAI
20190223,530028730,11017660,N622AS,B737,ASA138,AS138,FAI,ANC,ANC
20190223,530036948,10603279,N2142U,B77W,UAL78,UA78,NRT,EWR,EWR
20190223,530038299,10825300,N433AS,B739,ASA167,AS167,ANC,FAI,FAI
20190223,530043578,8840274,JA864J,B789,JAL8,JL8,NRT,BOS,BOS
20190223,530086967,11284685,N885EA,DH8A,12345678,7H900,ANC,FAI,FAI
